statement_id,Link,Publication Date,Entities,Annual Revenue,Industry Sectors,Countries
8028,https://modernslaveryregister.gov.au/statements/8028/,31/03/2022 13:55,['PRT COMPANY LIMITED (97 000 764 867)'],100-150M,"['Media, publishing, arts and entertainment']",['Australia']
8030,https://modernslaveryregister.gov.au/statements/8030/,31/03/2022 13:57,['WORLD VISION AUSTRALIA (28 004 778 081)'],450-500M,['Charitable / not-for-profit activities'],['Australia']
8031,https://modernslaveryregister.gov.au/statements/8031/,4/10/2022 10:29,['Electronics Boutique Australia Pty Limited (55 077 681 442)'],900M-1BN,['Other'],['Australia']
8032,https://modernslaveryregister.gov.au/statements/8032/,31/03/2022 14:01,['KUMHO TYRE AUSTRALIA PTY LIMITED (46 003 300 678)'],100-150M,"['Transportation, logistics, and storage']",['Australia']
8035,https://modernslaveryregister.gov.au/statements/8035/,31/03/2022 13:55,"['LIBERTY OIL AUSTRALIA HOLDINGS PTY LTD (29 107 226 880), LIBERTY OIL AUSTRALIA PTY LTD (34 114 544 437), LIBERTY OIL CORPORATION PTY LTD (53 088 411 072), LIBERTY OIL HOLDINGS PTY LTD (67 068 080 124), VIVA ENERGY AUSTRALIA GROUP PTY LTD (60 004 400 220), VIVA ENERGY AUSTRALIA PTY LTD (46 004 610 459), VIVA ENERGY AVIATION PTY LTD (29 167 761 453), VIVA ENERGY GROUP LIMITED (74 626 661 032), VIVA ENERGY HOLDING PTY LTD (59 167 883 525), VIVA ENERGY REFINING PTY LTD (46 004 303 842), WESTSIDE PETROLEUM CONSOLIDATED HOLDINGS PTY LIMITED (94 612 235 426)']",1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
8036,https://modernslaveryregister.gov.au/statements/8036/,31/03/2022 13:55,['CICS Pty Ltd (42 150 567 614)'],0-99M,['Information technology and telecommunication'],['Australia']
8037,https://modernslaveryregister.gov.au/statements/8037/,31/03/2022 13:55,"['DECODE CORP PTY LTD (80 629 285 534), DECODE GROUP PTY LIMITED (46 611 188 339)']",100-150M,"['Construction, civil engineering and building products']",['Australia']
8039,https://modernslaveryregister.gov.au/statements/8039/,31/03/2022 13:55,"['HELIOS INVESTMENTS AUSTRALIA PTY LIMITED (12 600 077 352), HYPERION INVESTMENTS AUSTRALIA PTY LIMITED (36 600 693 945)']",200-250M,"['Transportation, logistics, and storage']",['Australia']
8040,https://modernslaveryregister.gov.au/statements/8040/,20/04/2022 10:02,"['AVEC GLOBAL PTY LIMITED (55 166 166 285), Talent Group Pty Ltd (45 114 595 149), TALENT INTERNATIONAL (ACT) PTY LTD (95 121 819 305), TALENT INTERNATIONAL HOLDINGS PTY LTD (28 131 419 577), TALENT INTERNATIONAL (NSW) PTY LTD (15 094 099 617), TALENT INTERNATIONAL PTY LTD (35 069 662 817), TALENT INTERNATIONAL (QLD) PTY LTD (98 122 629 761), Talent International (SA) Pty Ltd (91 125 311 122), Talent International (VIC) Pty Ltd (62 112 473 819), TALENT RISE FOUNDATION LIMITED (30 603 052 179)']",700-800M,"['Professional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
8045,https://modernslaveryregister.gov.au/statements/8045/,31/03/2022 14:01,['EDEN BRAE HOLDINGS PTY LIMITED (42 083 807 489)'],200-250M,"['Construction, civil engineering and building products']",['Australia']
8046,https://modernslaveryregister.gov.au/statements/8046/,31/03/2022 14:01,"['FX BIDCO PTY LIMITED (31 609 955 053), FX HOLDCO PTY LIMITED (33 609 955 062), FX MIDCO PTY LIMITED (14 610 799 865), PEPPERSTONE GROUP LIMITED (12 147 055 703)']",700-800M,"['Information technology and telecommunication\nFinancial, insurance and real estate activities']",['Australia']
8047,https://modernslaveryregister.gov.au/statements/8047/,31/03/2022 13:55,"['ARISTOCRAT INTERNATIONAL PTY LTD (46 000 148 158), ARISTOCRAT LEISURE LIMITED (44 002 818 368), ARISTOCRAT TECHNOLOGIES AUSTRALIA PTY LIMITED (22 001 660 715), SYSTEM 7000 PTY LTD (95 605 116 783)']",1BN+,"['Media, publishing, arts and entertainment\nOther']",['Australia']
8048,https://modernslaveryregister.gov.au/statements/8048/,23/05/2022 15:48,['THE ROYAL WOMENS HOSPITAL (62 787 822 077)'],300-350M,['Healthcare and pharmaceuticals'],['Australia']
8050,https://modernslaveryregister.gov.au/statements/8050/,20/04/2022 10:07,['STRANDBAGS GROUP PTY LIMITED (52 002 696 915)'],150-200M,"['Fashion, textiles, apparel and luxury goods']",['Australia']
8052,https://modernslaveryregister.gov.au/statements/8052/,31/03/2022 13:55,['JOHNSON CONTROLS HOLDING AUSTRALIA PTY. LTD. (86 102 631 158)'],350-400M,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories\nConstruction, civil engineering and building products\nInformation technology and telecommunication\nCleaning and security services']",['Ireland']
8058,https://modernslaveryregister.gov.au/statements/8058/,31/03/2022 13:55,['MEDICAL INDEMNITY PROTECTION SOCIETY LIMITED (64 007 067 281)'],0-99M,"['Financial, insurance and real estate activities']",['Australia']
8062,https://modernslaveryregister.gov.au/statements/8062/,20/04/2022 10:02,"['ACE RENTAL CARS PTY LTD (25 010 918 224), HA FLEET PTY LTD (31 126 115 204), H A LEASE PTY LTD (94 126 956 849), Hertz Asia Pacific Pty. Limited, HERTZ AUSTRALIA PTY. LIMITED (31 004 407 087)']",200-250M,"['Transportation, logistics, and storage']","['Australia, United States of America']"
8063,https://modernslaveryregister.gov.au/statements/8063/,20/04/2022 10:02,"['ACE RENTAL CARS PTY LTD (25 010 918 224), HA FLEET PTY LTD (31 126 115 204), H A LEASE PTY LTD (94 126 956 849), Hertz Asia Pacific Pty. Limited, HERTZ AUSTRALIA PTY. LIMITED (31 004 407 087)']",200-250M,"['Transportation, logistics, and storage']","['Australia, United States of America']"
8065,https://modernslaveryregister.gov.au/statements/8065/,31/03/2022 13:57,"['Simply Energy Limited, Western Energy Limited']",0-99M,"['Utilities: gas, water and electricity']",['New Zealand']
8066,https://modernslaveryregister.gov.au/statements/8066/,20/04/2022 10:07,"['TEEG AUSTRALIA PTY LTD (61 003 710 110), TEEG BIDCO PTY LTD (72 622 416 228), TEEG MEZZCO PTY LTD (21 622 412 775), TEEG SENIOR HOLDCO PTY LTD (40 622 415 285), TEEG TOPCO PTY LTD (52 622 408 422)']",1BN+,"['Media, publishing, arts and entertainment\nConsumer services, including accommodation, hospitality, tourism and leisure']",['Australia']
8070,https://modernslaveryregister.gov.au/statements/8070/,20/04/2022 10:10,['DRAKE AUSTRALIA PTY LTD (42 004 939 771)'],150-200M,"['Professional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
8071,https://modernslaveryregister.gov.au/statements/8071/,20/04/2022 10:12,"['THE GEO GROUP AUSTRALASIA PTY LIMITED (79 051 914 688), THE GEO GROUP AUSTRALIA PTY LIMITED (24 051 130 600)']",500-600M,['Cleaning and security services'],['Australia']
8073,https://modernslaveryregister.gov.au/statements/8073/,20/04/2022 10:10,['CLIFFORD HALLAM HEALTHCARE PTY LIMITED (38 001 655 554)'],1BN+,['Other'],['Australia']
8074,https://modernslaveryregister.gov.au/statements/8074/,20/04/2022 10:04,"['LSH AUTO (BRISBANE) PTY LTD (66 606 816 497), LSH AUTO (MELBOURNE) PTY LTD (77 618 554 635), LSH AUTO (SYDNEY) PTY LTD (25 604 103 915)']",900M-1BN,"['Automotive, machinery and heavy electrical equipment']",['Hong Kong']
8076,https://modernslaveryregister.gov.au/statements/8076/,20/04/2022 10:04,['SIEMENS LTD. (98 004 347 880)'],1BN+,"['Construction, civil engineering and building products']","['Australia, Germany']"
8077,https://modernslaveryregister.gov.au/statements/8077/,20/04/2022 10:12,['SIEMENS MOBILITY PTY. LTD. (39 625 304 556)'],1BN+,"['Transportation, logistics, and storage']","['Australia, Germany']"
8079,https://modernslaveryregister.gov.au/statements/8079/,23/05/2022 15:48,"['CREDIT SUISSE AG (17 061 700 712), CREDIT SUISSE EQUITIES (AUSTRALIA) LIMITED (35 068 232 708), CREDIT SUISSE HOLDINGS (AUSTRALIA) LIMITED (96 008 496 713), CREDIT SUISSE MANAGEMENT (AUSTRALIA) PTY LIMITED (81 005 678 213)']",1BN+,"['Financial, insurance and real estate activities']",['Switzerland']
8080,https://modernslaveryregister.gov.au/statements/8080/,20/04/2022 10:12,['TENNIS AUSTRALIA LIMITED (61 006 281 125)'],350-400M,['Charitable / not-for-profit activities'],['Australia']
8081,https://modernslaveryregister.gov.au/statements/8081/,1/07/2022 9:01,['FRESHMAX GROUP PTY LIMITED (33 154 789 321)'],400-450M,"['Food and beverages, agriculture and fishing']",['Australia']
8082,https://modernslaveryregister.gov.au/statements/8082/,20/04/2022 10:12,['The Trustee for Edwards O Trust & Others Known as Endeavour Energy (11 247 365 823)'],350-400M,"['Utilities: gas, water and electricity']",['Australia']
8086,https://modernslaveryregister.gov.au/statements/8086/,20/04/2022 10:10,['ASSETLINK SERVICES PTY LIMITED (89 061 914 556)'],200-250M,"['Construction, civil engineering and building products\nInformation technology and telecommunication\nCleaning and security services']",['Australia']
8087,https://modernslaveryregister.gov.au/statements/8087/,20/04/2022 10:02,"['AUSTRALIAN INDEPENDENT RURAL RETAILERS PTY LTD (36 112 308 835), B. & W. RURAL PTY LIMITED (33 068 943 528), ELDERS LIMITED (34 004 336 636), ELDERS RURAL SERVICES AUSTRALIA LIMITED (72 004 045 121), KILLARA FEEDLOT PTY LTD (18 081 072 746), Titan Ag Pty Ltd (57 122 081 574)']",1BN+,"['Food and beverages, agriculture and fishing\nProfessional and administrative services and supplies, including legal, consulting and accounting services\nOther']",['Australia']
8088,https://modernslaveryregister.gov.au/statements/8088/,20/04/2022 10:04,['METSO OUTOTEC AUSTRALIA LIMITED (99 000 197 428)'],600-700M,"['Mining, metals, chemicals and resources (including oil and gas)']",['Finland']
8089,https://modernslaveryregister.gov.au/statements/8089/,20/04/2022 10:02,['APPLE PTY LIMITED (46 002 510 054)'],1BN+,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories\nInformation technology and telecommunication']",['Australia']
8091,https://modernslaveryregister.gov.au/statements/8091/,20/04/2022 10:10,['ALLEN & UNWIN PTY LIMITED (79 003 994 278)'],100-150M,"['Media, publishing, arts and entertainment']",['Australia']
8092,https://modernslaveryregister.gov.au/statements/8092/,20/04/2022 10:04,['JENNMAR AUSTRALIA PTY LTD (34 078 584 531)'],150-200M,"['Mining, metals, chemicals and resources (including oil and gas)']",['United States of America']
8093,https://modernslaveryregister.gov.au/statements/8093/,20/04/2022 10:10,['Gentrack Group Limited'],100-150M,"['Utilities: gas, water and electricity\nInformation technology and telecommunication']",['New Zealand']
8094,https://modernslaveryregister.gov.au/statements/8094/,20/04/2022 10:12,['Tower Limited'],350-400M,"['Financial, insurance and real estate activities']",['New Zealand']
8095,https://modernslaveryregister.gov.au/statements/8095/,20/04/2022 10:02,['INSIGHT ENTERPRISES AUSTRALIA PTY LTD (47 058 645 677)'],100-150M,['Information technology and telecommunication'],['Australia']
8096,https://modernslaveryregister.gov.au/statements/8096/,20/04/2022 10:02,"['BRISTOL-MYERS SQUIBB AUSTRALIA PTY LTD (33 004 333 322), CELGENE PTY LIMITED (42 118 998 771)']",500-600M,['Healthcare and pharmaceuticals'],['Australia']
8097,https://modernslaveryregister.gov.au/statements/8097/,20/04/2022 10:02,"['AB FOOD & BEVERAGES AUSTRALIA PTY LIMITED (93 100 637 849), AB MAURI ROW HOLDINGS PTY LIMITED (12 115 524 886), FOOD INVESTMENTS PTY. LIMITED (85 008 426 177)']",1BN+,"['Food and beverages, agriculture and fishing']","['Australia, United Kingdom']"
8100,https://modernslaveryregister.gov.au/statements/8100/,20/04/2022 10:07,['SIMPLOT AUSTRALIA PTY LIMITED (98 070 579 609)'],1BN+,"['Food and beverages, agriculture and fishing']",['United States of America']
8101,https://modernslaveryregister.gov.au/statements/8101/,20/04/2022 10:10,"['ACTRON CONTROLS PTY LIMITED (59 103 034 859), ACTRON ENGINEERING PTY LTD (34 002 767 240)']",150-200M,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories\nConstruction, civil engineering and building products']",['Australia']
8104,https://modernslaveryregister.gov.au/statements/8104/,20/04/2022 10:07,['THYSSENKRUPP MATERIALS AUSTRALIA PTY LTD (94 078 033 520)'],250-300M,"['Mining, metals, chemicals and resources (including oil and gas)\nConstruction, civil engineering and building products']",['Australia']
8107,https://modernslaveryregister.gov.au/statements/8107/,20/04/2022 10:07,['UNIQLO AUSTRALIA PTY LTD (36 161 922 103)'],400-450M,"['Fashion, textiles, apparel and luxury goods']",['Australia']
8109,https://modernslaveryregister.gov.au/statements/8109/,20/04/2022 10:10,"['CUBIC DEFENCE AUSTRALIA PTY LIMITED (88 122 798 207), CUBIC TRANSPORTATION SYSTEMS (AUSTRALIA) PTY LIMITED (82 003 617 561)']",150-200M,"['Transportation, logistics, and storage\nDefence and aerospace']",['Australia']
8111,https://modernslaveryregister.gov.au/statements/8111/,20/04/2022 10:12,['VARIAN MEDICAL SYSTEMS AUSTRALASIA PTY LTD (53 086 249 630)'],100-150M,['Healthcare and pharmaceuticals'],['United States of America']
8113,https://modernslaveryregister.gov.au/statements/8113/,20/04/2022 10:02,"['AGRYL HOLDINGS LIMITED (61 005 968 178), MEDISUP SECURITIES LIMITED (13 090 761 523), NUFARM AUSTRALIA LIMITED (80 004 377 780), NUFARM LIMITED (37 091 323 312)']",1BN+,"['Food and beverages, agriculture and fishing\nMining, metals, chemicals and resources (including oil and gas)']",['Australia']
8115,https://modernslaveryregister.gov.au/statements/8115/,20/04/2022 10:12,['TECHTRONIC INDUSTRIES AUSTRALIA PTY LIMITED (98 002 277 509)'],1BN+,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories']",['United States of America']
8118,https://modernslaveryregister.gov.au/statements/8118/,20/04/2022 10:02,['GALLAGHER BASSETT SERVICES PTY LTD (68 009 778 018)'],150-200M,"['Financial, insurance and real estate activities']",['Australia']
8121,https://modernslaveryregister.gov.au/statements/8121/,20/04/2022 10:04,['NOJA POWER SWITCHGEAR PTY LTD (21 099 412 807)'],100-150M,"['Automotive, machinery and heavy electrical equipment']",['Australia']
8122,https://modernslaveryregister.gov.au/statements/8122/,20/04/2022 10:07,"['Trafigura Asia Trading Pte. Ltd. (34 819 252 694), Trafigura Pte Ltd (44 221 744 224)']",1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Singapore']
8123,https://modernslaveryregister.gov.au/statements/8123/,20/04/2022 10:02,"['BioPak Limited, BIOPAK PTY LTD (48 119 998 711), BioPak SG, BioPak UK Ltd, HORIZONS SUPPLY PTY LTD (84 161 941 439)']",100-150M,"['Forestry, timber products, paper and containers and packaging']",['Australia']
8126,https://modernslaveryregister.gov.au/statements/8126/,20/04/2022 10:04,['QUIKSILVER AUSTRALIA PTY LTD (20 091 136 195)'],300-350M,"['Fashion, textiles, apparel and luxury goods']",['Australia']
8127,https://modernslaveryregister.gov.au/statements/8127/,20/04/2022 10:04,['SELECT HARVESTS LIMITED (87 000 721 380)'],250-300M,"['Food and beverages, agriculture and fishing']",['Australia']
8128,https://modernslaveryregister.gov.au/statements/8128/,20/04/2022 10:02,['EXPERIENCE AUSTRALIA GROUP PTY LTD (56 614 713 003)'],150-200M,['Other'],['Australia']
8130,https://modernslaveryregister.gov.au/statements/8130/,20/04/2022 10:02,"['ECLIPX GROUP LIMITED (85 131 557 901), Fleet Holding (Australia) Pty Limited (37 121 167 815), FLEET PARTNERS PTY LIMITED (63 006 706 832), Leasing Finance (Australia) Pty Limited (39 121 167 824), Pacific Leasing Solutions (Australia) Pty Limited (84 121 168 447)']",1BN+,"['Transportation, logistics, and storage\nFinancial, insurance and real estate activities']",['Australia']
8131,https://modernslaveryregister.gov.au/statements/8131/,20/04/2022 10:02,['ABERGELDIE HOLDINGS PTY LIMITED (76 126 110 594)'],350-400M,"['Construction, civil engineering and building products']",['Australia']
8132,https://modernslaveryregister.gov.au/statements/8132/,20/04/2022 10:07,['UNITED MALT GROUP LIMITED (61 140 174 189)'],1BN+,"['Food and beverages, agriculture and fishing']",['Australia']
8133,https://modernslaveryregister.gov.au/statements/8133/,20/04/2022 10:02,"['FANTASTIC FURNITURE PTY LIMITED (66 003 688 855), FANTASTIC MANUFACTURING PTY LTD (20 158 159 230), FF HOLDCO PTY LTD (31 085 825 912), FHL DISTRIBUTION CENTRE PTY LTD (96 114 853 315), FREEDOM FURNITURE AUSTRALIA PTY LIMITED (55 051 493 764), FUTURESLEEP PTY LTD (94 602 775 959), G & G FURNITURE IMPORTS PTY LIMITED (65 092 130 688), GREENLIT BRANDS PTY LIMITED (21 612 890 874), Original Mattress Factory Pty Limited (49 116 339 470), SNOOZE MANAGEMENT PTY LTD (19 006 232 720), UNITRANS ASIA PACIFIC PTY LTD (23 096 249 393)']",1BN+,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories\nTransportation, logistics, and storage']",['Australia']
8134,https://modernslaveryregister.gov.au/statements/8134/,20/04/2022 10:07,['THE WALT DISNEY COMPANY (AUSTRALIA) PTY LIMITED (30 054 610 025)'],600-700M,"['Media, publishing, arts and entertainment']",['Australia']
8141,https://modernslaveryregister.gov.au/statements/8141/,20/04/2022 10:04,"['IRON MOUNTAIN AUSTRALIA GROUP PTY LTD (25 004 270 991), IRON MOUNTAIN AUSTRALIA GROUP SERVICES PTY LTD (19 079 495 346)']",400-450M,"['Transportation, logistics, and storage']",['United States of America']
8142,https://modernslaveryregister.gov.au/statements/8142/,20/04/2022 10:02,['COHEALTH LIMITED (57 167 212 302)'],100-150M,['Charitable / not-for-profit activities'],['Australia']
8144,https://modernslaveryregister.gov.au/statements/8144/,20/04/2022 10:12,['THE QUANTIUM GROUP PTY LIMITED (45 102 444 253)'],150-200M,"['Information technology and telecommunication\nProfessional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
8145,https://modernslaveryregister.gov.au/statements/8145/,20/04/2022 10:02,['Christian Super (66 628 776 348)'],150-200M,"['Financial, insurance and real estate activities']",['Australia']
8146,https://modernslaveryregister.gov.au/statements/8146/,20/04/2022 10:12,['Radisson Hotel Group'],450-500M,"['Consumer services, including accommodation, hospitality, tourism and leisure']",['Belgium']
8147,https://modernslaveryregister.gov.au/statements/8147/,20/04/2022 10:10,['Broadcom Inc.'],1BN+,['Information technology and telecommunication'],['United States of America']
8149,https://modernslaveryregister.gov.au/statements/8149/,20/04/2022 10:02,['ACA INTERNATIONAL PTY LIMITED. (94 056 550 700)'],150-200M,"['Transportation, logistics, and storage']",['Australia']
8152,https://modernslaveryregister.gov.au/statements/8152/,20/04/2022 10:07,['WESTERN HEALTH (61 166 735 672)'],1BN+,['Healthcare and pharmaceuticals'],['Australia']
8154,https://modernslaveryregister.gov.au/statements/8154/,20/04/2022 10:12,['VISION AUSTRALIA LIMITED (67 108 391 831)'],100-150M,['Charitable / not-for-profit activities'],['Australia']
8155,https://modernslaveryregister.gov.au/statements/8155/,20/04/2022 10:02,"['INTERPARK AUSTRALIA PTY LTD (83 115 170 771), WILSON HEALTH PTY LTD (69 088 192 956), WILSON PARKING AUSTRALIA 1992 PTY LTD (67 052 475 911), WILSON SECURITY PTY LTD (90 127 406 295), WILSON STORAGE PTY LTD (12 601 060 244)']",1BN+,"['Transportation, logistics, and storage\nCleaning and security services\nHealthcare and pharmaceuticals\nOther']",['Australia']
8156,https://modernslaveryregister.gov.au/statements/8156/,23/05/2022 15:48,['JWLAND HOLDINGS PTY. LTD. (25 609 658 193)'],100-150M,"['Construction, civil engineering and building products\nOther']",['Australia']
8158,https://modernslaveryregister.gov.au/statements/8158/,1/07/2022 9:02,['MAAS GROUP HOLDINGS LIMITED (84 632 994 542)'],250-300M,"['Automotive, machinery and heavy electrical equipment\nConstruction, civil engineering and building products\nFinancial, insurance and real estate activities\nOther']","['Australia, Indonesia, Vietnam']"
8165,https://modernslaveryregister.gov.au/statements/8165/,21/12/2022 16:32,['FLETCHER INTERNATIONAL EXPORTS PTY LTD (64 003 213 652)'],800-900M,"['Food and beverages, agriculture and fishing']",['Australia']
8166,https://modernslaveryregister.gov.au/statements/8166/,20/04/2022 10:04,['NUIX LIMITED (80 117 140 235)'],100-150M,['Information technology and telecommunication'],['Australia']
8168,https://modernslaveryregister.gov.au/statements/8168/,20/04/2022 10:04,"['Jadestone Energy (Australia Holdings) Pty Ltd (37 672 530 155), JADESTONE ENERGY (AUSTRALIA) PTY LTD (48 613 671 819), JADESTONE ENERGY (EAGLE) PTY LTD (98 627 006 679)']",1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
8169,https://modernslaveryregister.gov.au/statements/8169/,1/07/2022 9:02,['MAAS GROUP HOLDINGS LIMITED (84 632 994 542)'],250-300M,"['Automotive, machinery and heavy electrical equipment\nConstruction, civil engineering and building products\nOther']","['Australia, Indonesia, Vietnam']"
8170,https://modernslaveryregister.gov.au/statements/8170/,20/04/2022 10:07,['The Bank of Nova Scotia'],1BN+,"['Financial, insurance and real estate activities']",['Canada']
8173,https://modernslaveryregister.gov.au/statements/8173/,1/07/2022 9:07,"['H W W PTY LIMITED (99 003 076 104), Landsberry & James Marketing Pty Limited (96 016 998 241), NETRATINGS AUSTRALIA PTY LIMITED (47 081 796 287), NIELSEN SPORTS PTY LTD (59 106 863 325), NIELSEN TELEVISION AUDIENCE MEASUREMENT PTY LTD (57 089 686 500), THE NIELSEN COMPANY (AUSTRALIA) PTY LTD (35 008 417 874)']",1BN+,"['Media, publishing, arts and entertainment']",['United States of America']
8175,https://modernslaveryregister.gov.au/statements/8175/,20/04/2022 10:02,['ARYZTA AUSTRALIA PTY LTD (39 100 106 107)'],100-150M,"['Food and beverages, agriculture and fishing']",['Switzerland']
8177,https://modernslaveryregister.gov.au/statements/8177/,23/05/2022 15:53,"['CIP CONSTRUCTIONS (AUSTRALIA) PTY LTD (88 105 081 865), ESR ASSET MANAGEMENT (AUSTRALIA) PTY LTD (15 066 153 348), ESR DEVELOPMENTS (AUSTRALIA) PTY LTD (88 625 766 109), ESR REAL ESTATE (AUSTRALIA) PTY LTD (64 625 761 962)']",100-150M,"['Construction, civil engineering and building products\nFinancial, insurance and real estate activities']","['Australia, Hong Kong']"
8178,https://modernslaveryregister.gov.au/statements/8178/,20/04/2022 10:07,['TETRA TECH COFFEY HOLDING PTY LIMITED (46 611 080 534)'],200-250M,['Other'],['Australia']
8180,https://modernslaveryregister.gov.au/statements/8180/,20/04/2022 10:02,['FERRERO AUSTRALIA PTY LTD (29 001 249 261)'],250-300M,"['Food and beverages, agriculture and fishing']",['Australia']
8181,https://modernslaveryregister.gov.au/statements/8181/,20/04/2022 10:02,['COUNTRYWIDE AUSTRALASIA LIMITED (34 068 162 676)'],350-400M,"['Food and beverages, agriculture and fishing\nOther']",['Australia']
8182,https://modernslaveryregister.gov.au/statements/8182/,20/04/2022 10:12,['The Trustee for KM UNIT TRUST (36 220 576 038)'],100-150M,"['Financial, insurance and real estate activities\nProfessional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
8184,https://modernslaveryregister.gov.au/statements/8184/,20/04/2022 10:04,['LEWIS LAND HOLDINGS PTY LIMITED (68 008 522 496)'],100-150M,"['Consumer services, including accommodation, hospitality, tourism and leisure\nFinancial, insurance and real estate activities']",['Australia']
8185,https://modernslaveryregister.gov.au/statements/8185/,20/04/2022 10:12,['OX MOUNTAIN LIMITED (17 621 530 603)'],0-99M,['Information technology and telecommunication'],['United Kingdom']
8187,https://modernslaveryregister.gov.au/statements/8187/,20/04/2022 10:10,['DITH AUSTRALIA PTY LTD (21 620 953 166)'],200-250M,"['Mining, metals, chemicals and resources (including oil and gas)\nConstruction, civil engineering and building products']","['Luxembourg, Switzerland']"
8188,https://modernslaveryregister.gov.au/statements/8188/,20/04/2022 10:10,['COX ARCHITECTURE PTY LTD (95 002 535 891)'],Unknown,['Other'],['Australia']
8189,https://modernslaveryregister.gov.au/statements/8189/,18/08/2022 15:04,['The Trustee for THE GENERAL PANTS CO TRUST (74 091 407 647)'],100-150M,"['Fashion, textiles, apparel and luxury goods']",['Australia']
8190,https://modernslaveryregister.gov.au/statements/8190/,20/04/2022 10:12,['VIRBAC (AUSTRALIA) PTY LTD (77 003 268 871)'],100-150M,['Healthcare and pharmaceuticals'],['Australia']
8193,https://modernslaveryregister.gov.au/statements/8193/,20/04/2022 10:02,['ACQUIRE BPO PTY LTD (91 115 574 635)'],200-250M,['Other'],['Australia']
8194,https://modernslaveryregister.gov.au/statements/8194/,20/04/2022 10:02,"['GARNET INTERNATIONAL RESOURCES PTY LTD (77 081 244 715), GMA GARNET PTY LTD (72 009 344 227)']",400-450M,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
8195,https://modernslaveryregister.gov.au/statements/8195/,20/04/2022 10:10,"['BIS Finance Pty Limited (41 125 201 185), Bis Industries Holdings Limited, BIS Industries Limited (13 125 202 253)']",1BN+,"['Mining, metals, chemicals and resources (including oil and gas)\nTransportation, logistics, and storage']","['Australia, Indonesia']"
8198,https://modernslaveryregister.gov.au/statements/8198/,18/08/2022 15:31,"['CHALLENGE MEATS PTY. LTD. (11 004 619 612), M.C. HERD PROPRIETARY LIMITED (80 004 289 927)']",350-400M,"['Food and beverages, agriculture and fishing']",['Australia']
8199,https://modernslaveryregister.gov.au/statements/8199/,20/04/2022 13:04,['HP PPS Australia Pty Ltd'],1BN+,['Information technology and telecommunication'],['United States of America']
8200,https://modernslaveryregister.gov.au/statements/8200/,20/04/2022 10:02,['COSTA GROUP HOLDINGS LIMITED (68 151 363 129)'],1BN+,"['Food and beverages, agriculture and fishing']",['Australia']
8206,https://modernslaveryregister.gov.au/statements/8206/,18/08/2022 15:31,"['Ghella Pty Ltd (85 142 392 461), GI&P PTY LTD (14 602 726 509)']",200-250M,"['Construction, civil engineering and building products']",['Italy']
8207,https://modernslaveryregister.gov.au/statements/8207/,23/05/2022 15:53,['SNF (AUSTRALIA) PTY. LIMITED (32 050 056 267)'],100-150M,"['Mining, metals, chemicals and resources (including oil and gas)']","['Australia, France']"
8208,https://modernslaveryregister.gov.au/statements/8208/,23/05/2022 15:48,['GILLEN MOTORS PTY LTD (31 002 555 811)'],200-250M,"['Automotive, machinery and heavy electrical equipment']",['Australia']
8216,https://modernslaveryregister.gov.au/statements/8216/,19/08/2022 15:17,['MINDA INCORPORATED (37 020 000 711)'],100-150M,['Charitable / not-for-profit activities\nOther'],['Australia']
8217,https://modernslaveryregister.gov.au/statements/8217/,26/04/2022 9:00,"['DOWNER EDI ENGINEERING POWER PTY LTD (53 000 983 700), DOWNER EDI ENGINEERING PTY LIMITED (66 057 593 503), DOWNER EDI LIMITED (97 003 872 848), DOWNER EDI MINING PTY LTD (49 004 142 223), DOWNER EDI RAIL PTY LTD (92 000 002 031), DOWNER EDI SERVICES PTY LTD (71 137 732 042), DOWNER EDI WORKS PTY LTD (66 008 709 608), DOWNER UTILITIES HOLDINGS AUSTRALIA PTY LTD (24 125 968 292), MINERAL TECHNOLOGIES (HOLDINGS) PTY LTD (41 084 205 050), SPOTLESS GROUP HOLDINGS LIMITED (27 154 229 562), SPOTLESS GROUP LIMITED (77 004 376 514)']",1BN+,"['Mining, metals, chemicals and resources (including oil and gas)\nUtilities: gas, water and electricity\nConstruction, civil engineering and building products\nCleaning and security services\nDefence and aerospace']",['Australia']
8220,https://modernslaveryregister.gov.au/statements/8220/,23/05/2022 15:48,"['Emerson automation solutions final control australia pty ltd (83 000 922 690), EMERSON PROCESS MANAGEMENT AUSTRALIA PTY LTD (99 004 590 005)']",200-250M,"['Mining, metals, chemicals and resources (including oil and gas)']","['Australia, United States of America']"
