IDX,PeriodStart,PeriodEnd,Type,HeadquarteredCountries,AnnualRevenue,ReportingEntities,IncludedEntities,ABN,ACN,ARBN,Link,IndustrySectors,RelatedStatements
2024-1188,2023-01-01,2023-12-31,Single,Australia,1BN+,NESTLE AUSTRALIA LTD,,,000011316,,https://modernslaveryregister.gov.au/statements/18498/,"Food and beverages, agriculture and fishing",
2024-1194,2023-01-01,2023-12-31,Joint,"Australia, New Zealand",200-250M,"ALLEGIS GROUP APAC HOLDINGS PTY LTD, ALLEGIS GROUP AUSTRALIA PTY LTD.","ALLEGIS GLOBAL SOLUTIONS (AUSTRALIA) PTY LTD, ALLEGIS SERVICES AUSTRALIA PTY LTD",,"600569784, 159406523, 105143324, 650957332",,https://modernslaveryregister.gov.au/statements/18497/,"Professional and administrative services and supplies, including legal, consulting and accounting services",2023-888
2024-1187,2023-01-01,2023-12-31,Joint,Australia,250-300M,"HOMECORP CONSTRUCTIONS PTY LTD (27 169 928 205), MISAWA HOMES AUSTRALIA PTY. LTD. (12 604 379 348)","HCC CYPRESS RIPLEY PTY LTD (97 642 207 065), HCC DEVELOPMENTS (GYMPIE) PTY LTD (21 651 924 337), HCC DEVELOPMENTS NO.1 PTY LTD (61 635 355 583), HCC DEVELOPMENTS NO.3 PTY LTD (15 635 356 197), HCC DEVELOPMENTS NO. 4 PTY LTD (58 648 930 376), HCC DEVELOPMENTS NO. 5 PTY LTD (36 648 930 661), HCC DEVELOPMENTS NO.6 PTY LTD (39 654 718 993), HCC DEVELOPMENTS NO. 7 PTY LTD (19 655 466 032), HCC DEVELOPMENTS NO.8 PTY LTD (76 663 254 411), HCC DEVELOPMENTS NO.9 PTY LTD (31 669 985 433), HCC DISPLAYS PTY LTD (76 633 681 311), HCC JUNIPER RIPLEY PTY LTD (97 635 355 798)","97642207065, 21651924337, 61635355583, 15635356197, 58648930376, 36648930661, 39654718993, 19655466032, 76663254411, 31669985433, 76633681311, 97635355798, 27169928205, 12604379348",,,https://modernslaveryregister.gov.au/statements/18492/,"Construction, civil engineering and building products",2023-948
2024-1183,2023-01-01,2023-12-31,Single,Australia,300-350M,VANGUARD INVESTMENTS AUSTRALIA LTD (72 072 881 086),,72072881086,,,https://modernslaveryregister.gov.au/statements/18490/,"Financial, insurance and real estate activities","2023-1142, 2022-704, 2021-2003"
2024-1185,2023-01-01,2023-12-31,Joint,Australia,500-600M,"THE TRUSTEE FOR PLENARY HEALTH (NFH) HOLDINGS UNIT TRUST (11 211 032 619), The Trustee for Plenary Health (NFH) Unit Trust (82 904 773 671)",,"11211032619, 82904773671",641012197,,https://modernslaveryregister.gov.au/statements/18485/,Healthcare and pharmaceuticals,"2023-1258, 2022-699"
2024-1161,2023-01-01,2023-12-31,Single,United States of America,0-99M,ASURION AUSTRALIA PTY LIMITED (18 155 388 275),,18155388275,,,https://modernslaveryregister.gov.au/statements/18475/,"Durable consumer goods, including electronics and appliances, home furnishings and other accessories
Financial, insurance and real estate activities","2023-1295, 2022-1056, 2021-2324"
2024-1165,2023-01-01,2023-12-31,Joint,Australia,300-350M,"GMO AUSTRALIA LIMITED (30 071 502 639), The Trustee for GMO Allegro Trust (59 653 515 693), The Trustee for GMO SYSTEMATIC GLOBAL MACRO TRUST (38 976 397 475)",,"30071502639, 59653515693, 38976397475",,,https://modernslaveryregister.gov.au/statements/18474/,"Financial, insurance and real estate activities","2023-673, 2021-4201"
2024-1178,2023-01-01,2023-12-31,Joint,Australia,1BN+,"CORONADO CURRAGH PTY LTD (90 009 362 565), CURRAGH QUEENSLAND MINING PTY LTD (55 095 450 418)",CURRAGH QUEENSLAND MINING PTY LTD (55 095 450 418),"90009362565, 55095450418, 55095450418",,,https://modernslaveryregister.gov.au/statements/18472/,"Mining, metals, chemicals and resources (including oil and gas)","2023-1307, 2022-762"
2024-1169,2023-01-01,2023-12-31,Joint,Australia,900M-1BN,"CONTINENTAL PTY LTD, Continental Tyres of Australia Pty Ltd, CONTITECH AUSTRALIA PTY LTD, CONTI TRADE AUSTRALIA PTY. LTD., TYRE AND AUTO PTY LTD, VEYANCE TECHNOLOGIES AUSTRALIA PTY LTD, Vulcanite Holdings Pty Limited, VULCANITE PTY LTD",,,"004390587, 136883148, 000468780, 600284777, 164707484, 125188070, 152620196, 000055069",,https://modernslaveryregister.gov.au/statements/18471/,"Automotive, machinery and heavy electrical equipment",
2024-1162,2023-01-01,2023-12-31,Single,Australia,400-450M,ORIENTAL MERCHANT PTY. LTD. (34 007 368 925),,34007368925,,,https://modernslaveryregister.gov.au/statements/18470/,"Food and beverages, agriculture and fishing","2023-1292, 2022-1165, 2021-2227"
2024-1173,2023-01-01,2023-12-31,Single,Australia,500-600M,HEALTHCARE AUSTRALIA PTY LTD (95 108 180 589),,95108180589,,,https://modernslaveryregister.gov.au/statements/18467/,Healthcare and pharmaceuticals,"2023-1178, 2023-146, 2021-3009"
2024-1168,2023-01-01,2023-12-31,Joint,Australia,500-600M,"Ausenco Chile Limitada, Ausenco do Brasil Engenharia Ltda, Ausenco Engineering Canada ULC, Ausenco Engineering USA South Inc, AUSENCO INTERNATIONAL PTY LTD (98 096 016 849), AUSENCO MANAGEMENT PTY LTD (11 071 372 597), Ausenco Mexico S. De R.L. De C.V, AUSENCO OPERATIONS PTY LTD (47 100 042 153), Ausenco Peru S.R.L, AUSENCO PROJECTS AUSTRALIA PTY LTD (99 649 690 399), Ausenco PSI LLC, Ausenco Rylson Asset Optimisation Pty Ltd, AUSENCO RYLSON PTY LTD (46 075 179 387), AUSENCO SERVICES PTY LTD (82 011 057 837), Ausenco Sustainability ULC, Vector Argentina SA","Ausenco Communities Pty Ltd, AUSENCO EAST AFRICA PROJECTS PTY LTD (25 662 897 074), AUSENCO GLOBAL PTY LTD (17 126 395 935), AUSENCO PTY LTD (31 114 541 114), AUSENCO SOLUTIONS PTY LTD (58 114 777 463), Ausenco South America Holdings Pty Ltd, Pipeline Systems International Australia Pty Ltd (89 127 202 911)","25662897074, 17126395935, 98096016849, 11071372597, 47100042153, 99649690399, 31114541114, 46075179387, 82011057837, 58114777463, 89127202911","139790453, 147712758",,https://modernslaveryregister.gov.au/statements/18466/,"Mining, metals, chemicals and resources (including oil and gas)","2023-1147, 2022-1232, 2021-2374, 2020-59"
2024-1171,2023-01-01,2023-12-31,Single,Republic of Korea (South Korea),1BN+,SAMSUNG ELECTRONICS AUSTRALIA PTY LTD,,,002915648,,https://modernslaveryregister.gov.au/statements/18448/,"Durable consumer goods, including electronics and appliances, home furnishings and other accessories",
2024-1174,2023-01-01,2023-12-31,Joint,United States of America,600-700M,"AYERS PAYROLL AND CONTRACTOR SERVICES PTY LTD (55 161 137 346), P20 ESG ACQUISITION PTY LTD (93 638 769 963), PEOPLE 2.0 AUSTRALIA ( ESS) PTY LTD (24 091 536 364)","AYERS MANAGEMENT PTY LTD (76 123 208 300), AYERS P2.0 PTY LTD (85 654 072 787), CONSULTEL SOLUTIONS PTY LTD (54 606 134 721), IOTA MANAGED SERVICES (AUSTRALIA) PTY. LTD. (13 166 320 305), PEOPLE 2.0 AUSTRALIA (EB) PTY LTD (68 101 660 708), PEOPLE 2.0 AUSTRALIA (EES) PTY LTD (14 101 068 366), PEOPLE 2.0 AUSTRALIA (EST) PTY LTD (49 091 429 551), PEOPLE 2.0 (EBAT) PTY LTD (56 165 015 636), PEOPLE 2.0 HOLDINGS PTY LTD (36 637 713 770), PEOPLE 2.0 (MIGRATION SERVICES) PTY LTD (45 100 905 253), THE LESTER PARTNERSHIP PTY LIMITED (31 076 127 323)","76123208300, 85654072787, 55161137346, 54606134721, 13166320305, 93638769963, 68101660708, 14101068366, 24091536364, 49091429551, 56165015636, 36637713770, 45100905253, 31076127323",,,https://modernslaveryregister.gov.au/statements/18416/,"Professional and administrative services and supplies, including legal, consulting and accounting services","2023-1496, 2022-1452, 2020-491, 2021-880"
2024-1163,2023-01-01,2023-12-31,Single,Germany,150-200M,FRESENIUS KABI AUSTRALIA PTY LIMITED (39 109 383 593),,39109383593,,,https://modernslaveryregister.gov.au/statements/18395/,Healthcare and pharmaceuticals,"2023-1413, 2022-1131, 2021-1655"
2024-1176,2023-01-01,2023-12-31,Joint,Australia,1BN+,"UNILEVER AUSTRALIA GROUP PTY LTD (13 614 413 179), UNILEVER AUSTRALIA LIMITED (13 614 413 179)","BEN & JERRY'S FRANCHISING AUSTRALIA LIMITED, UNILEVER AUSTRALIA (HOLDINGS) PROPRIETARY LIMITED, UNILEVER AUSTRALIA TRADING LIMITED","13614413179, 13614413179","147522638, 008427110, 004050828, 136885651",,https://modernslaveryregister.gov.au/statements/18289/,"Food and beverages, agriculture and fishing
Cosmetics and toiletries","2023-1064, 2022-2689, 2021-3513, 2021-841"
2024-1190,2023-01-01,2023-12-31,Single,Australia,200-250M,ATLAS ARTERIA HOLDINGS AUSTRALIA PTY LTD (Subsidiary of Atlas Arteria) (59 661 837 789),,59661837789,,,https://modernslaveryregister.gov.au/statements/18197/,"Transportation, logistics, and storage",
2024-1177,2023-01-01,2023-12-31,Joint,"Australia, Belgium",500-600M,"PHILMAC PTY. LIMITED (17 007 873 047), VINIDEX PTY LIMITED (42 000 664 942), YATALA PLASTICS PTY. LTD. (84 010 720 886), ZEZT PTY LTD (30 609 589 808)","Aliaxis, Dux Industries Ltd, Dynex Extrusions Ltd, Marley New Zealand Ltd, Rodney Industries, RX Plastics Ltd","17007873047, 42000664942, 84010720886, 30609589808",,,https://modernslaveryregister.gov.au/statements/18134/,"Construction, civil engineering and building products","2023-1034, 2022-954, 2021-2437"
2024-1166,2023-01-01,2023-12-31,Joint,"Australia, Hong Kong",1BN+,"Album Investment Pte Ltd, Album Resources Pte Ltd, MMG AUSTRALIA LIMITED, MMG DUGALD RIVER PTY LTD, MMG Limited","004074962, Album Investment Pte Ltd, Album Resources Pte Ltd, MMG DUGALD RIVER PTY LTD",,"004074962, 083405556, 083405556","621201107, 621201107, 621201107, 140298835, 150889151",https://modernslaveryregister.gov.au/statements/17877/,"Mining, metals, chemicals and resources (including oil and gas)",
2024-1164,2023-04-01,2024-03-31,Joint,New Zealand,1BN+,"FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED (69 098 026 281), FISHER & PAYKEL HEALTHCARE PTY. LIMITED (52 005 484 999)",,"69098026281, 52005484999",,,https://modernslaveryregister.gov.au/statements/17859/,Healthcare and pharmaceuticals,"2025-689, 2023-1571, 2022-1693, 2021-2734, 2021-129"
2024-1184,2023-01-01,2023-12-31,Single,Belgium,150-200M,ONTEX MANUFACTURING PTY LTD (16 145 822 528),ONTEX AUSTRALIA PTY LTD (59 130 076 283),"59130076283, 16145822528",,,https://modernslaveryregister.gov.au/statements/17483/,Healthcare and pharmaceuticals,"2023-521, 2022-642, 2021-1760"
2024-1225,2023-01-01,2023-12-31,Single,Australia,100-150M,ST PHILIP`S CHRISTIAN EDUCATION FOUNDATION LTD (34 002 919 584),,34002919584,,,https://modernslaveryregister.gov.au/statements/18539/,"Education and research
Charitable / not-for-profit activities",2023-488
2024-1229,2023-01-01,2023-12-31,Single,Australia,700-800M,EMEIS COSMETICS PTY. LTD. (56 007 409 001),,56007409001,,,https://modernslaveryregister.gov.au/statements/18546/,Cosmetics and toiletries,"2023-3431, 2022-1318, 2021-2167"
2024-1228,2023-01-01,2023-12-31,Single,United States of America,1BN+,MARTIN-BROWER AUSTRALIA PTY. LTD. (95 111 374 344),,95111374344,,,https://modernslaveryregister.gov.au/statements/18545/,"Transportation, logistics, and storage","2023-1122, 2022-1130, 2020-363"
2024-1227,2023-01-01,2023-12-31,Single,Australia,1BN+,ISS FACILITY SERVICES AUSTRALIA LIMITED (87 001 827 041),"ISS FACILITY MANAGEMENT PTY LTD (52 008 516 765), ISS HEALTH SERVICES PTY LIMITED (98 109 689 223), ISS INTEGRATED SERVICES PTY LIMITED (12 001 806 097), ISS SECURITY PTY LIMITED (14 001 375 186)","52008516765, 87001827041, 98109689223, 12001806097, 14001375186",,,https://modernslaveryregister.gov.au/statements/18542/,"Cleaning and security services
Other","2023-1402, 2022-1075, 2021-1675"
2024-1221,2023-01-01,2023-12-31,Single,"Australia, China, United States of America",1BN+,AUSTRALIAN NATIONAL UNIVERSITY (52 234 063 906),"ANU ENTERPRISE LTD, ANU ENTERPRISE PTY LTD (ANUE), ANU INTERNATIONAL HOLDINGS PTY LTD, ANU (UK) FOUNDATION, AUSTRALIAN SCIENTIFIC INSTRUMENTS PTY LTD, THE SOCIAL RESEARCH CENTRE PTY LTD",52234063906,,,https://modernslaveryregister.gov.au/statements/18535/,Education and research,2023-1364
2024-1222,2023-01-01,2023-12-31,Single,Australia,100-150M,WESTERN UNION FINANCIAL SERVICES (AUSTRALIA) PTY LTD,,,082282773,,https://modernslaveryregister.gov.au/statements/18534/,"Financial, insurance and real estate activities",2023-1215
2024-1218,2023-01-01,2023-12-31,Single,Singapore,100-150M,EDMI PTY LTD (65 010 061 391),EDMI GAS PTY LTD (99 128 174 658),"99128174658, 65010061391",,,https://modernslaveryregister.gov.au/statements/18532/,"Utilities: gas, water and electricity",
2024-1216,2023-01-01,2023-12-31,Joint,Australia,900M-1BN,"ARC INFRASTRUCTURE PTY LTD, BPIH PTY LIMITED (61 100 364 234)",ARC INFRASTRUCTURE PTY LTD,61100364234,"094721301, 094721301",,https://modernslaveryregister.gov.au/statements/18530/,"Transportation, logistics, and storage","2023-1341, 2022-1179, 2021-2008"
2024-1223,2023-01-01,2023-12-31,Joint,"Australia, United States of America",1BN+,"CATERPILLAR FINANCIAL AUSTRALIA LIMITED (70 006 714 585), CATERPILLAR HOLDINGS AUSTRALIA PTY LTD (26 003 430 135), CATERPILLAR OF AUSTRALIA PTY LTD (97 004 332 469), CATERPILLAR UNDERGROUND MINING PTY LTD (69 069 652 866), CATERPILLAR USED EQUIPMENT SERVICES INC. (48 051 099 257), PROGRESS RAIL AUSTRALIA PTY LTD (38 063 514 018), SOLAR TURBINES INTERNATIONAL COMPANY (43 066 283 074)","BUCYRUS AUSTRALIA SURFACE PTY. LTD. (47 000 819 232), BUCYRUS MINING AUSTRALIA PTY LTD (78 000 969 728), CATERPILLAR FINANCIAL AUSTRALIA LEASING PTY LIMITED (64 166 301 515), Caterpillar India Engineering Solutions Private Limited, Caterpillar Mexico Engineering Solutions, S. de R.L. de C.V., Caterpillar Power Generation Systems L.L.C., Caterpillar Remanufacturing Drivetrain LLC, Caterpillar Slovakia s.r.o., Locomotive Demand Power Pty Ltd (83 130 770 188), P.T. Solar Services Indonesia, Solar Turbines CIS Limited Liability Company, Solar Turbines de Republica Dominicana, S.R.L., Solar Turbines Egypt Limited Liability Company, Solar Turbines Malaysia Sdn Bhd, Solar Turbines Services of Argentina S.R.L., Solar Turbines Slovakia s.r.o., Solar Turbines (Thailand) Limited, Solar Turbines Trinidad & Tobago Limited","47000819232, 78000969728, 64166301515, 70006714585, 26003430135, 97004332469, 69069652866, 48051099257, 83130770188, 38063514018, 43066283074",,,https://modernslaveryregister.gov.au/statements/18523/,"Mining, metals, chemicals and resources (including oil and gas)
Automotive, machinery and heavy electrical equipment
Utilities: gas, water and electricity
Transportation, logistics, and storage
Financial, insurance and real estate activities
Professional and administrative services and supplies, including legal, consulting and accounting services
Other","2023-1351, 2022-1089, 2021-2179"
2024-1213,2023-01-01,2023-12-31,Single,United Kingdom,200-250M,HarbourVest Partners (U.K.) Limited,HarbourVest Partners (Ireland) Limited,,,163197153,https://modernslaveryregister.gov.au/statements/18522/,"Financial, insurance and real estate activities",
2024-1207,2023-01-01,2023-12-31,Single,Australia,0-99M,FORTREA AUSTRALIA PTY LTD,,,003613134,,https://modernslaveryregister.gov.au/statements/18517/,Healthcare and pharmaceuticals,
2024-1206,2023-01-01,2023-12-31,Joint,Australia,1BN+,"ALESCO CORPORATION LIMITED (23 008 666 064), B&D AUSTRALIA PTY LTD (25 010 473 971), DULUXGROUP (AUSTRALIA) PTY LTD (67 000 049 427), DULUXGROUP (INVESTMENTS) PTY LTD (78 133 404 216), DULUXGROUP LIMITED (42 133 404 065), DULUXGROUP (NEW ZEALAND) PTY LTD (55 133 404 118), DULUXGROUP (NOMINEES) PTY LTD (75 156 611 540), LINCOLN SENTRY GROUP PTY LTD (59 010 624 389), PARCHEM CONSTRUCTION SUPPLIES PTY LTD (80 069 961 968), PARGONE PTY LTD (71 004 364 710)","Cromology SAS, DP JUB dd","23008666064, 25010473971, 67000049427, 78133404216, 42133404065, 55133404118, 75156611540, 59010624389, 80069961968, 71004364710",,,https://modernslaveryregister.gov.au/statements/18515/,"Construction, civil engineering and building products","2023-1179, 2022-1218, 2021-2107"
2024-1209,2023-01-01,2023-12-31,Single,Finland,1BN+,NESTE CORPORATION,"B J B LLC, NESTE AUSTRALIA PTY LTD (99 636 657 488), Neste Components B.V., Neste Singapore Pte. Ltd.",99636657488,,,https://modernslaveryregister.gov.au/statements/18502/,"Mining, metals, chemicals and resources (including oil and gas)","2025-605, 2023-689, 2022-724, 2021-1535"
2024-1202,2023-01-01,2023-12-31,Single,Australia,400-450M,ELECTRA CABLES (AUST) PTY LIMITED (38 056 024 385),,38056024385,,,https://modernslaveryregister.gov.au/statements/18495/,"Construction, civil engineering and building products","2024-1201, 2024-1200, 2024-1199"
2024-1201,2022-01-01,2022-12-31,Single,Australia,350-400M,ELECTRA CABLES (AUST) PTY LIMITED (38 056 024 385),,38056024385,,,https://modernslaveryregister.gov.au/statements/18494/,"Construction, civil engineering and building products","2024-1202, 2024-1200, 2024-1199"
2024-1200,2021-01-01,2021-12-31,Single,Australia,350-400M,ELECTRA CABLES (AUST) PTY LIMITED (38 056 024 385),,38056024385,,,https://modernslaveryregister.gov.au/statements/18493/,"Construction, civil engineering and building products","2024-1202, 2024-1201, 2024-1199"
2024-1199,2020-01-01,2020-12-31,Single,Australia,250-300M,ELECTRA CABLES (AUST) PTY LIMITED (38 056 024 385),,38056024385,,,https://modernslaveryregister.gov.au/statements/18482/,"Construction, civil engineering and building products","2024-1202, 2024-1201, 2024-1200"
2024-1226,2023-01-01,2023-12-31,Joint,Australia,1BN+,"KAJIMA AUSTRALIA PTY LTD, KAJIMA COCKRAM INTERNATIONAL PTY LTD, KAJIMA CONSTRUCTION AUSTRALIA PTY LTD","Cockram Construction Inc. (USA based), Cockram Projects (Shanghai) Construction and Engineering Co Ltd, ICON DEVELOPMENTS AUSTRALIA PTY LTD, KAJIMA DEVELOPMENT AUSTRALIA PTY LTD, KAJIMA ICON HOLDINGS PTY LTD, Scenario Cockram (China) Limited, Scenario Cockram Limited, Scenario Cockram (Thailand) Limited, Scenario Macau Limited, Scenario Manufacturing (Thailand) Co., Ltd",,"604143099, 604351966, 617741018, 604354798, 604355866, 617584175",,https://modernslaveryregister.gov.au/statements/18476/,"Construction, civil engineering and building products","2024-1472, 2023-1058, 2023-862"
2024-1220,2023-01-01,2023-12-31,Joint,Australia,0-99M,"SUBWAY FRANCHISEE ADVERTISING FUND OF AUSTRALIA PTY. LIMITED (21 071 190 317), SUBWAY REALTY PTY LTD (55 009 277 374), SUBWAY SYSTEMS AUSTRALIA PTY LTD (79 009 277 034)",,"21071190317, 55009277374, 79009277034",,,https://modernslaveryregister.gov.au/statements/18457/,"Food and beverages, agriculture and fishing","2023-1512, 2022-1813, 2021-4052"
2024-1232,2023-01-01,2023-12-31,Single,Australia,1BN+,MCDONALD'S AUSTRALIA LIMITED (43 008 496 928),,43008496928,,,https://modernslaveryregister.gov.au/statements/18376/,"Food and beverages, agriculture and fishing","2023-979, 2022-806, 2020-365"
2024-1212,2023-01-01,2023-12-31,Single,United States of America,1BN+,"Bridgewater Associates, LP",,,,143483416,https://modernslaveryregister.gov.au/statements/18350/,"Financial, insurance and real estate activities",2023-1224
2024-1231,2023-01-01,2023-12-31,Single,Australia,0-99M,APEX FUND HOLDINGS AUSTRALIA PTY LIMITED,"APEX COMPLIANCE SOLUTIONS (AUSTRALIA) PTY LTD (43 110 507 858), APEX CORPORATE & BUSINESS SERVICES AUSTRALIA PTY LTD (33 648 611 054), APEX FUND SERVICES (AUSTRALIA) PTY LTD (86 149 408 702), APEX FUND SERVICES PTY LTD, APEX FUND SERVICES (SYDNEY) PTY LIMITED (32 131 370 931), APEX SUPERANNUATION (AUSTRALIA) PTY LTD (28 081 966 243), IFAA GROUP PTY LTD (75 638 849 699), Independent Professional Services Pty Ltd (67 126 760 638), MAINSTREAM DIGITAL SERVICES PTY LTD (91 121 671 430), MAINSTREAM SUPERANNUATION SERVICES PTY LTD (83 082 989 142)","43110507858, 33648611054, 86149408702, 32131370931, 28081966243, 75638849699, 67126760638, 91121671430, 83082989142","649344507, 118902891",,https://modernslaveryregister.gov.au/statements/18078/,"Financial, insurance and real estate activities",
2024-1203,2023-01-01,2023-12-31,Single,Sweden,1BN+,MOLNLYCKE HEALTH CARE AB,"Medlock Medical Limited Private, MHC Sweden AB, MHC UK Limited, M&J Airlaid Products A/S, Mölnlycke AB, Mölnlycke Health Care Adria d.o.o, Mölnlycke Health Care AG, Mölnlycke Health Care ApS, Mölnlycke Health Care AS, Mölnlycke Health Care Asia-Pacific Pte Ltd, Mölnlycke Health Care B.V., Molnlycke Health Care Chlie SpA, Mölnlycke Health Care (Dubai) Branch Office, Mölnlycke Health Care GmbH, Mölnlycke Health Care GmbH, Mölnlycke Health Care Hong Kong Limited, Mölnlycke Health Care Inc. Private Company, Molnlycke Health Care India Private Limited, Mölnlycke Health Care Kft, Molnlycke Health Care KH Property Sdn Bhd, Mölnlycke Health Care K.K., Mölnlycke Health Care Klinipro s.r.o., Mölnlycke Health Care Korea Co, Ltd, Mölnlycke Health Care LDA, Molnlycke Health Care Limited, Mölnlycke Health Care NV/SA, Mölnlycke Health Care OÜ, Mölnlycke Health Care Oy, Mölnlycke Health Care Polska Sp. z o.o., Mölnlycke Health Care ProcedurePak s.r.o., MOLNLYCKE HEALTH CARE PTY LTD, Molnlycke Health Care Sales Sdn Bhd, Mölnlycke Health Care Sales (Thailand) Ltd, Mölnlycke Health Care SAS, Mölnlycke Health Care (Saudi Arabia) TSO Office, Mölnlycke Health Care Sdn. Bhd, Mölnlycke Health Care (Shanghi) Co. Ltd, Mölnlycke Health Care Slovakia s.r.o, Mölnlycke Health Care S.L. Private Company, Mölnlycke Health Care South Africa Pty Ltd, Mölnlycke Health Care s.r.l., Mölnlycke Health Care s.r.o., Molnlycke Health Care (Suzhou) Co., Ltd., Molnlycke Health Care Taiwan Co., Ltd, Mölnlycke Health Care  (Thailand) Limited Company, Mölnlycke Health Care UAB, Molnlycke Health Care US, LLC, Molnlycke Health Care Venda de Produtos Médicos Ltda, Mölnlycke Holding AB, Mölnlycke IP AB, Molnlycke Manufacturing US, LLC, Regent Medical Americas Holdings Limited, Regent Medical Limited, Regent Medical Overseas Ltd, Sälöknapp AB",,096897657,,https://modernslaveryregister.gov.au/statements/17936/,Healthcare and pharmaceuticals,
2024-1219,2023-01-01,2023-12-31,Joint,"Australia, Singapore",1BN+,"Wilmar Australia Holdings Pty Limited, Wilmar Australia Pty Limited, WILMAR BIOETHANOL (AUSTRALIA) PTY LTD, WILMAR ETHANOL (AUSTRALIA) PTY LTD, WILMAR SUGAR AUSTRALIA HOLDINGS PTY LTD, WILMAR SUGAR AUSTRALIA INVESTMENTS PTY LTD, WILMAR SUGAR AUSTRALIA LIMITED, WILMAR SUGAR AUSTRALIA TRADING PTY. LTD., WILMAR SUGAR PTY LTD, WILMAR SUGAR REFINING INVESTMENTS PTY LTD","CHELSEA ESTATES NZ PTY LIMITED, Chelsea Nominees Limited, New Zealand Sugar Company Ltd, PIONEER SUGAR MILLS PTY. LTD., SUGAR AUSTRALIA PTY LIMITED, THE HAUGHTON SUGAR COMPANY PTY LIMITED, WILMAR INGREDIENTS (AUSTRALIA) PTY LTD, WILMAR SUGAR (HERBERT) PTY LTD, WILMAR SUGAR (INVICTA) PTY LTD, WILMAR SUGAR (KALAMIA) PTY LTD, WILMAR SUGAR PLANE CREEK PTY LTD, WILMAR SUGAR (PROSERPINE) PTY LTD, Wilmar Sugar Refining Investments (NZ) Limited",,"100884286, 009889856, 081245169, 009656062, 144972743, 144973115, 009660191, 099000012, 653545290, 141216051, 099000450, 098999985, 613299362, 099000361, 099000003, 099000343, 009657041, 098999994, 081051792, 054982071",,https://modernslaveryregister.gov.au/statements/17824/,"Food and beverages, agriculture and fishing",2023-1483
2024-1196,2023-01-01,2023-12-31,Single,Australia,1BN+,AIA AUSTRALIA LIMITED (79 004 837 861),"AIA FINANCIAL SERVICES LIMITED (68 008 540 252), AIA HEALTH INSURANCE PTY LTD (32 611 323 034), AIAV PTY LTD (68 616 985 641), CMLA SERVICES PTY LTD (88 622 557 251), JACQUES MARTIN ADMINISTRATION AND CONSULTING PTY LTD (24 006 787 748), JACQUES MARTIN PTY. LTD. (55 006 100 830), MO SUPPORT PTY LTD (64 636 336 000)","79004837861, 68008540252, 32611323034, 68616985641, 88622557251, 24006787748, 55006100830, 64636336000",,,https://modernslaveryregister.gov.au/statements/17522/,"Financial, insurance and real estate activities","2023-1155, 2022-905, 2021-1700"
2024-1257,2023-01-01,2023-12-31,Single,Republic of Korea (South Korea),250-300M,POSCO AUSTRALIA PTY LTD (54 002 062 160),,54002062160,,,https://modernslaveryregister.gov.au/statements/18591/,"Mining, metals, chemicals and resources (including oil and gas)","2023-1254, 2022-942, 2021-2341"
2024-1252,2022-07-01,2023-06-30,Single,Australia,200-250M,D & E AIR CONDITIONING PTY LIMITED (24 158 631 979),,24158631979,,,https://modernslaveryregister.gov.au/statements/18584/,"Construction, civil engineering and building products","2025-112, 2024-499, 2023-440, 2021-984"
2024-1256,2023-01-01,2023-12-31,Single,Australia,100-150M,ESCO AUSTRALIA HOLDINGS PTY LIMITED (14 140 443 223),"ESCO Dunedin Pty Limited, ESCO Group Holdings Pty Limited, ESCO Northgate Pty Limited, ESCO Engineering Pty Limited, ESCO Engineering Kingaroy Pty Limited",14140443223,,,https://modernslaveryregister.gov.au/statements/18582/,"Mining, metals, chemicals and resources (including oil and gas)","2023-1275, 2022-797, 2021-2015"
2024-1251,2023-01-01,2023-12-31,Joint,United Kingdom,100-150M,"WEIR GROUP (AUSTRALIAN HOLDINGS) PTY LIMITED (57 090 873 117), WEIR MINERALS AUSTRALIA LTD (69 009 701 802)",WEIR MINERALS AUSTRALIA LTD (69 009 701 802),"57090873117, 69009701802, 69009701802",,,https://modernslaveryregister.gov.au/statements/18581/,"Mining, metals, chemicals and resources (including oil and gas)","2023-1279, 2022-615"
2024-1249,2023-01-01,2023-12-31,Single,Australia,1BN+,NICKEL INDUSTRIES LIMITED (44 127 510 589),,44127510589,,,https://modernslaveryregister.gov.au/statements/18579/,"Mining, metals, chemicals and resources (including oil and gas)","2023-790, 2022-1763, 2022-1762"
2024-1253,2023-01-01,2023-12-31,Single,United Kingdom,500-600M,CHANEL (AUSTRALIA) PTY LTD (83 000 012 153),,83000012153,,,https://modernslaveryregister.gov.au/statements/18576/,"Cosmetics and toiletries
Fashion, textiles, apparel and luxury goods","2023-1388, 2022-780, 2021-2211"
2024-1250,2023-01-01,2023-12-31,Joint,"Australia, Germany",600-700M,"LOGISTIC SOLUTIONS AUSTRALASIA PTY LTD (62 082 483 154), RHEINMETALL DEFENCE AUSTRALIA PTY LTD (62 137 668 092), RHEINMETALL MAN MILITARY VEHICLES AUSTRALIA PTY LIMITED (87 114 035 595)",,"62082483154, 62137668092, 87114035595",,,https://modernslaveryregister.gov.au/statements/18574/,Defence and aerospace,"2022-1262, 2021-1829"
